date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2019-07-07,28,31,6,44,27,38,16,15,8,46,23,12,18,51,7,8,24,22,23,3,0,0,34,17,32,50,35,17,28,3,51,14,30,37,27,47,22,0,29,2,35,0,53,25,4,15,17,0,18,16,58,0,38,59,19,32,25,37,22,6,35,26,11,29,18,9,26,8,38,14,26,0,16,52,27,35,38,24,12,5,45,7,12,39,43,23,1,4,20,29,8,53,10,36,37,7,8,15,22,39,21,11,21,23,70,11,13,42,38,9,19,21,30,17,39,14,20,18,40,22,49,29,32,23,31,32,22,23,39,53,8,18,11,78,43,7,10,15,8,15,14,4,1,0,73,10,22,34,3,25,11,46,14,5,22,21,14,18,25,60,37,17,15,0,13,37,26,2,52,23,0,33,3,28,57,36,15,13,79,55,14,13,18,36,0,16,25,8,14,14,18,7,0,14,34,10,14,24,0,22,19,18,11,22,17,9,8,28,42,11,0,2,26,31,27,14,20,43,9,20,19,19,10,53,18,3,20,0,40,46,34,34,0,11,10,25,36,7,26,33,24,51,16,26,23,37,35,6,32,9,13,32,11,52,37,49,0,0,20,17,24,17,18,16,0,37,39,16,26,5,18,10,14,28,56,56,8,4,17,20,9,20,17,25,8,23,5,38,22,37,22,0,0,25,6,21,30,15,38,38,31,28,13,30,25,56,24,41,22,56,2,50,29,22,19,13,38,43,28,8,30,29,54,54,0,34,20,38,24,0,29,15,40,5,15,38,15,48,0,0,5,15,11,23,7,7,42,2,16,17,6,17,3,8,25,11,8,37,24,3,11,24,62,17,0,4,30,18,0,25,16,12,14,32,34,47,33,27,22,18,26,30,0,17,20,20,37,9,19,19,2,37,13,10,29,39,11,0,22,0,40,8,1,0,9,15,18,24,11,39,8,31,0,16,0,23,3,19,48,80,0,29,11,22,36,0,20,0,20,13,24,37,12,15,8,8,22,7,32,0,0,30,10,18,26,19,12,8,55,7,0,29,15,21,22,30,48,6,11,11,59,1,22,6,42,14,0,6,7,23,20,34,14,17,0,0,51,16,0,0,24,30,70,6,34,16,42,20,78,1,6,53,33,11,0,0,7,63,15,38,30,34,11,7,24
2019-07-14,25,48,9,38,27,29,9,20,4,37,15,38,18,52,14,6,4,19,14,17,20,34,25,25,21,46,31,0,70,2,41,21,37,30,7,70,24,3,39,4,30,0,27,16,9,11,22,38,18,12,39,29,31,20,4,28,19,0,23,0,27,41,11,10,18,9,24,14,13,14,16,16,32,38,44,29,29,0,13,10,20,11,4,12,44,24,1,5,0,33,0,13,43,6,34,30,16,31,46,10,15,22,28,58,36,23,93,27,42,9,0,43,31,20,23,10,50,9,66,16,30,14,0,23,19,29,34,57,47,41,15,3,9,48,47,3,0,8,17,16,15,2,0,0,55,10,11,38,53,0,11,8,18,0,8,16,14,23,52,26,8,17,12,6,14,13,9,2,21,23,27,36,5,22,0,30,47,4,32,0,13,26,15,33,0,19,38,16,28,13,9,6,11,7,27,29,14,0,0,18,49,17,8,0,17,17,45,30,43,9,24,4,44,16,65,14,13,36,0,18,11,11,10,13,12,5,10,42,37,39,17,18,0,11,0,38,7,21,13,17,8,41,16,26,26,24,60,6,26,35,46,62,11,18,38,25,96,13,28,34,28,17,30,8,14,28,46,27,13,5,25,74,11,17,26,86,12,13,17,5,31,30,24,25,8,35,3,10,29,26,21,0,8,20,6,12,0,7,46,10,38,38,7,19,26,43,51,60,31,29,3,40,29,40,0,13,35,11,0,15,20,43,46,28,16,14,50,30,19,0,50,17,0,4,8,65,16,26,0,1,9,11,29,20,29,4,24,3,16,86,2,21,3,23,0,33,24,13,22,1,11,17,22,35,0,4,62,15,23,31,32,15,42,35,52,54,78,27,5,18,35,18,0,13,8,35,38,14,10,20,3,30,14,9,44,60,23,0,22,16,40,17,2,11,9,31,27,30,26,24,7,25,3,13,24,27,4,10,43,35,25,22,11,6,46,11,22,32,10,26,12,16,0,0,16,9,7,49,11,2,19,41,10,45,17,16,10,4,21,0,6,0,23,0,22,35,24,5,9,6,65,2,21,59,38,29,0,9,28,23,0,23,11,8,0,0,48,0,0,26,19,18,80,0,12,31,26,0,47,2,12,9,45,4,24,0,7,13,18,39,17,26,0,18,12
2019-07-21,37,49,4,39,42,33,14,15,12,33,16,19,17,43,22,8,8,16,24,100,62,23,23,54,72,49,50,18,15,3,16,17,32,35,21,23,38,3,51,7,58,0,28,10,9,13,39,0,33,24,20,30,39,21,12,31,7,0,23,0,19,34,11,31,15,5,15,19,35,22,10,17,17,54,55,28,10,0,0,20,100,7,13,35,38,12,2,0,0,48,13,28,0,25,35,24,26,33,39,41,16,57,44,48,31,0,41,26,39,9,10,37,21,37,20,6,52,19,43,22,31,10,34,43,13,20,27,38,21,33,16,9,0,66,49,3,41,12,0,18,8,16,2,0,100,19,23,34,8,26,11,41,30,5,10,5,0,24,37,27,24,44,8,13,19,26,3,6,0,0,14,23,7,30,0,27,48,46,17,29,10,41,24,36,0,20,19,0,0,12,28,6,0,14,38,30,74,0,0,24,18,17,8,12,16,0,61,33,20,10,25,3,45,16,16,43,16,15,0,19,37,11,0,14,11,6,21,15,40,30,9,0,0,16,76,20,30,30,0,39,51,23,8,64,47,32,42,0,43,0,20,34,23,45,39,45,0,0,36,9,27,22,19,25,10,39,23,40,9,4,26,55,14,27,23,79,12,25,35,23,27,10,37,11,9,30,3,40,58,27,21,0,17,5,7,17,32,12,32,0,20,34,0,6,38,22,61,33,29,30,3,29,37,29,20,54,24,0,0,32,0,34,16,12,34,14,34,4,28,0,51,12,14,3,24,40,16,44,0,0,6,19,18,24,45,12,31,5,25,18,4,15,0,24,52,31,8,7,39,2,0,26,37,9,42,5,59,25,24,6,25,15,36,24,42,34,23,0,28,63,45,25,19,9,17,27,0,30,0,41,1,26,14,8,15,41,0,27,11,17,21,9,1,0,7,0,27,34,14,49,10,58,3,38,62,17,8,10,53,48,13,23,56,23,9,7,67,50,16,13,13,28,25,0,16,15,53,14,23,6,0,73,11,37,26,14,9,4,14,0,0,0,43,0,8,28,0,5,8,5,39,0,36,14,22,46,0,34,7,24,63,45,11,9,0,0,47,0,21,53,32,23,58,6,42,14,24,21,100,0,13,37,46,43,6,0,8,0,53,20,27,18,22,23,13
2019-07-28,25,16,6,39,62,23,15,15,20,44,8,26,18,32,29,1,12,20,10,84,20,0,26,25,33,51,33,0,43,3,42,12,26,39,34,58,26,3,50,1,36,0,22,20,16,23,43,0,46,31,80,29,33,10,12,36,7,0,0,6,37,38,0,20,26,9,19,8,30,16,23,17,16,29,52,36,29,0,13,24,47,14,8,90,22,6,1,9,0,36,12,41,33,12,17,23,59,24,31,0,19,25,22,24,36,12,41,26,35,0,0,26,21,15,37,25,38,28,42,25,53,6,17,98,32,29,34,31,68,35,16,3,9,48,37,2,30,12,9,18,15,9,0,5,69,13,6,39,8,26,11,24,15,5,20,11,7,28,25,45,31,22,19,52,46,39,21,4,32,12,28,36,8,23,20,28,48,23,33,28,14,27,14,28,32,19,77,24,14,7,100,5,0,7,31,65,0,0,0,21,22,14,14,0,13,0,19,41,48,9,24,5,36,0,19,14,9,37,29,15,28,18,21,14,21,0,10,29,40,33,9,0,0,14,0,26,52,36,34,29,25,34,8,77,27,30,39,0,43,0,40,45,11,36,0,44,0,13,23,35,26,22,16,24,5,32,40,45,27,5,24,11,16,31,29,88,8,18,0,22,76,10,0,36,34,29,3,30,39,24,21,0,33,10,5,11,31,7,31,29,0,37,7,13,24,51,34,54,32,29,3,17,35,25,0,26,44,56,29,0,10,47,53,36,0,63,22,35,25,0,10,21,14,3,24,67,16,26,0,1,6,4,15,24,15,17,49,4,42,0,14,11,6,8,51,26,0,32,23,2,0,8,25,9,0,10,27,25,47,19,43,10,28,18,6,67,11,0,37,74,40,19,9,14,29,40,19,10,59,0,1,38,14,5,35,41,23,0,11,16,0,9,1,100,13,16,16,61,24,24,9,38,3,27,24,28,4,30,30,0,26,23,11,6,19,11,12,0,13,20,17,49,0,31,8,8,20,28,44,8,19,31,16,18,24,14,7,12,14,22,7,0,38,21,27,40,49,2,29,22,33,0,34,7,34,0,0,28,7,0,21,39,18,17,0,0,47,0,10,26,33,16,63,0,24,14,21,0,83,4,13,100,28,15,12,41,7,26,18,20,25,18,11,15,50
2019-08-04,27,0,7,25,48,41,18,23,8,48,15,63,19,31,29,2,36,23,9,38,0,34,23,19,27,45,40,0,43,2,26,7,20,53,54,22,39,0,54,5,36,40,22,26,10,18,25,0,32,36,40,0,36,20,15,43,13,19,0,0,27,39,43,30,33,3,21,8,21,14,20,0,16,38,23,41,48,24,13,14,51,2,13,31,30,18,1,5,0,43,16,0,21,31,17,23,33,16,0,10,17,16,21,23,42,35,40,37,38,0,10,47,41,26,40,15,38,37,17,21,36,8,16,42,38,34,30,32,60,53,8,3,9,32,44,2,10,23,9,9,15,4,0,0,42,13,11,30,16,0,17,20,11,5,16,35,29,14,27,35,31,17,10,26,22,51,21,8,43,0,0,48,5,19,20,37,55,9,97,28,20,0,14,35,10,18,44,8,28,13,54,8,3,0,27,34,0,0,0,28,16,13,4,23,16,0,32,33,43,12,24,4,27,47,19,28,11,29,9,18,11,9,10,0,21,3,20,0,44,36,17,18,0,11,32,51,44,36,13,43,25,38,8,22,24,22,37,11,39,26,7,26,11,18,77,28,14,0,24,0,22,13,13,8,10,29,29,28,26,5,28,53,33,25,17,63,16,18,17,22,44,40,6,14,17,41,3,10,35,38,28,0,16,35,11,19,15,22,46,0,19,39,7,6,29,22,20,42,40,0,1,40,25,26,0,13,32,33,0,8,20,35,43,36,49,14,23,26,36,0,10,12,0,1,0,39,0,46,0,0,5,11,14,24,29,13,49,7,49,69,6,11,3,15,38,30,32,19,28,3,11,0,36,9,14,7,42,39,0,38,33,8,45,29,29,45,45,9,42,61,18,37,0,13,12,21,38,10,0,0,2,37,41,6,25,81,34,0,11,16,0,26,1,44,11,31,40,30,14,40,11,44,3,20,12,21,4,29,15,47,38,30,11,11,18,14,10,32,52,13,21,38,0,30,4,6,16,14,44,2,19,71,32,18,51,18,10,16,14,50,0,8,31,21,38,21,24,6,4,10,39,1,41,33,17,0,0,15,21,23,20,39,0,26,0,0,52,0,0,26,26,18,36,30,70,15,19,0,57,4,16,9,28,23,12,0,15,13,23,0,21,0,0,9,50
2019-08-11,37,47,5,38,34,25,18,25,34,45,23,25,20,31,22,6,28,25,19,31,20,23,26,25,30,48,35,0,56,3,16,14,23,38,61,78,31,0,79,3,25,13,27,13,7,18,35,26,58,19,20,57,35,20,11,40,19,0,23,0,36,39,0,30,22,8,21,5,17,13,16,0,0,38,39,31,19,24,63,14,15,18,21,36,44,24,1,5,20,43,41,54,11,24,17,23,25,8,30,10,17,18,14,23,71,0,66,68,40,9,0,61,31,28,23,10,33,9,58,22,36,12,16,41,25,32,30,39,73,47,0,9,9,79,49,5,0,38,17,13,22,0,1,0,39,21,16,44,8,0,23,27,36,21,8,61,29,23,33,53,53,21,10,19,28,38,20,0,42,12,13,37,5,51,19,31,23,4,16,0,16,40,16,26,10,8,38,0,14,10,27,7,6,7,33,49,0,0,0,33,19,17,13,11,20,9,24,85,51,13,35,2,35,31,42,0,21,36,19,17,28,4,31,13,29,0,30,0,40,18,43,18,0,18,31,25,36,21,27,19,57,11,0,40,30,39,35,28,55,17,20,33,34,18,0,34,27,39,30,8,20,22,22,8,5,39,41,27,26,7,20,53,34,19,40,86,12,13,0,16,22,0,12,21,17,23,5,29,40,25,23,0,16,20,8,29,31,7,31,10,19,36,7,19,29,36,18,50,23,0,2,17,25,27,39,39,39,22,29,15,10,41,27,28,65,21,24,65,27,0,20,21,0,3,8,62,16,45,0,0,13,15,29,36,50,8,24,9,41,17,8,15,3,8,0,26,0,6,22,4,11,17,27,35,27,8,35,11,0,13,28,11,31,38,40,46,100,18,44,42,22,68,0,27,4,24,0,19,58,20,2,23,27,6,29,20,23,0,22,0,20,26,1,0,9,31,25,46,23,23,9,50,3,26,24,20,4,58,51,46,63,37,11,17,41,25,14,32,21,71,16,11,0,45,16,7,27,7,44,4,38,20,5,0,21,4,15,24,14,7,0,22,25,21,45,31,0,5,10,11,54,0,33,13,22,44,0,24,28,23,20,35,11,25,0,0,50,0,30,0,29,39,80,12,58,19,22,0,49,0,9,18,39,11,12,0,10,51,31,39,25,18,0,7,25
2019-08-18,18,16,7,44,27,27,16,18,8,30,23,37,21,41,21,2,36,22,23,48,0,0,29,22,29,53,33,17,14,4,46,14,28,49,40,26,29,0,34,1,20,13,32,19,9,13,33,13,36,21,19,0,40,39,8,40,19,0,0,0,36,41,0,15,20,19,17,11,8,14,19,0,0,43,23,30,10,24,62,5,30,9,25,27,15,24,2,14,39,34,0,27,21,24,29,30,33,8,23,10,17,20,21,23,47,0,39,38,42,0,0,32,61,23,19,16,29,0,16,8,25,14,32,18,13,33,22,28,46,46,15,3,11,16,46,2,10,8,17,7,7,9,0,0,32,21,38,30,8,0,17,23,28,0,6,50,14,18,33,26,23,30,10,25,24,0,32,4,32,0,27,66,7,22,38,36,15,9,16,55,11,13,11,23,21,11,44,8,0,7,18,4,3,14,32,0,0,0,5,27,17,14,24,11,17,0,55,59,31,10,23,3,0,46,20,14,16,14,9,17,19,17,10,0,39,0,20,28,69,39,52,17,0,20,31,0,29,28,26,26,41,30,8,52,24,14,27,17,45,9,39,25,22,0,0,25,0,13,31,25,24,21,15,32,19,55,51,87,9,6,25,42,17,22,51,33,8,15,34,18,17,39,6,7,0,23,0,19,31,36,30,0,8,20,8,21,30,7,15,48,38,38,7,0,23,35,59,36,39,85,2,17,19,21,0,0,19,11,0,15,30,25,24,35,16,20,19,38,38,0,20,22,0,5,46,42,0,45,0,1,11,11,14,28,21,7,36,6,24,0,4,10,3,0,25,26,8,44,24,3,11,16,30,26,13,6,44,31,0,19,46,4,27,40,6,60,66,9,36,36,22,30,9,26,20,29,38,19,10,0,2,35,0,4,19,40,11,0,11,32,0,60,0,22,33,0,26,32,13,31,10,44,4,20,24,32,4,38,36,23,37,15,0,0,50,11,8,0,15,71,97,42,36,0,4,7,29,35,22,6,19,40,21,27,24,17,37,8,7,7,6,0,23,0,26,37,24,9,8,8,22,0,23,26,22,44,25,24,21,23,0,31,3,50,0,0,44,33,20,0,23,24,44,12,46,13,24,0,51,1,9,35,55,0,24,20,14,38,15,19,17,17,0,12,12
2019-08-25,29,15,2,35,20,45,20,27,4,32,52,12,19,20,14,6,31,21,36,17,19,22,29,24,26,62,31,17,54,4,30,20,24,33,32,34,41,0,38,6,10,51,21,9,14,14,18,0,30,23,57,28,33,29,66,39,18,0,0,0,34,31,21,19,19,33,24,9,4,13,25,0,0,23,49,28,18,0,12,14,20,4,28,23,42,11,1,0,0,44,28,0,10,53,32,0,24,38,37,38,15,18,41,0,40,33,25,30,33,9,0,31,59,22,32,28,28,9,16,14,29,13,31,22,0,37,36,26,58,47,15,0,11,0,49,2,0,18,8,9,7,8,1,0,56,35,21,37,13,49,17,15,21,0,19,36,21,13,25,51,36,41,9,18,25,36,20,7,20,0,13,43,2,25,37,45,22,0,15,0,13,0,10,14,20,12,54,15,13,12,34,3,0,13,21,28,14,0,5,27,26,28,11,22,16,17,33,43,41,9,34,2,17,15,28,40,19,28,0,19,21,23,0,13,44,0,19,14,51,21,75,17,0,31,60,24,35,0,0,20,55,14,15,51,23,22,28,16,40,8,69,28,11,17,0,30,0,12,46,33,46,29,13,15,9,39,30,32,12,3,31,51,16,16,49,51,0,21,0,17,21,38,11,21,0,33,0,0,40,41,27,0,16,19,5,13,15,10,29,9,49,30,6,6,18,41,51,40,27,0,2,38,19,23,0,12,15,21,0,15,29,24,47,19,0,13,18,12,32,0,10,16,0,7,30,37,0,72,0,0,9,7,11,24,14,4,6,5,39,0,6,11,0,0,24,21,0,18,19,3,11,32,29,25,13,7,100,25,22,36,41,11,23,33,17,41,64,26,16,23,29,35,9,43,4,20,18,23,46,38,1,28,39,8,24,77,0,0,11,31,19,67,0,10,20,44,22,16,12,15,9,42,3,16,0,25,4,19,32,22,48,14,10,16,39,17,12,15,25,87,43,46,0,14,11,6,21,27,42,2,54,49,10,26,22,17,26,8,0,7,6,0,24,40,39,20,0,100,6,8,47,0,22,31,43,0,0,12,20,45,39,36,3,16,0,0,37,16,0,0,22,27,46,12,50,17,25,0,38,0,12,26,27,15,18,19,7,25,27,0,26,8,21,11,24
2019-09-01,21,31,6,38,26,39,22,16,11,23,7,18,20,20,14,4,12,23,41,17,38,55,28,19,20,40,24,17,27,3,20,11,38,47,72,38,21,3,24,2,34,38,37,16,4,11,20,25,22,11,0,0,29,10,18,29,31,18,0,6,69,25,10,14,26,9,18,6,12,8,19,0,0,41,22,39,9,23,24,5,20,4,12,26,21,6,1,13,0,35,16,13,10,29,20,37,48,15,15,10,17,11,34,11,46,22,26,24,31,0,0,55,20,16,28,8,28,9,0,14,29,23,94,26,43,35,32,24,26,35,7,14,5,15,43,2,38,15,4,2,14,6,0,0,31,28,11,37,10,49,13,23,35,0,11,31,7,13,26,34,0,4,7,18,37,49,17,0,0,22,52,38,6,31,75,32,23,9,15,27,11,38,10,25,0,9,30,23,0,8,34,3,0,40,22,28,28,0,5,19,18,15,13,0,19,17,36,33,23,7,46,3,51,0,22,0,9,0,9,21,21,17,0,0,16,0,19,0,44,10,17,17,0,17,0,18,21,14,6,32,32,11,15,34,21,21,26,0,22,8,6,25,5,25,0,15,0,25,19,24,17,12,9,23,9,34,46,53,17,5,19,20,16,24,38,46,12,8,0,11,4,10,11,34,24,28,2,19,28,33,18,0,8,39,5,20,30,11,15,9,55,35,6,6,26,21,25,40,46,0,2,38,21,16,0,25,15,21,0,22,10,21,29,23,0,33,10,37,16,42,77,18,0,2,15,30,15,25,0,0,7,11,6,19,48,7,23,4,0,17,6,14,6,7,24,32,8,24,21,3,11,16,24,17,0,6,38,27,22,18,23,8,43,19,22,47,21,9,26,0,25,12,18,13,0,25,55,5,28,19,3,29,13,7,19,19,22,0,43,16,0,17,0,21,7,15,22,16,22,15,8,30,3,22,0,26,3,9,31,56,36,7,10,0,44,17,6,15,10,56,20,26,12,15,0,4,21,0,42,4,0,58,5,0,13,4,10,4,34,14,12,7,19,0,36,24,0,54,10,5,68,0,24,13,17,0,0,9,7,45,20,29,0,33,0,0,43,0,20,25,8,19,60,23,50,9,24,0,45,6,3,52,22,4,0,0,7,0,15,19,27,0,10,2,35
2019-09-08,25,15,8,57,19,36,26,23,14,24,14,24,22,39,7,6,11,27,13,26,19,32,34,16,26,73,29,0,26,3,49,13,29,28,44,41,34,0,37,5,19,12,10,18,7,19,32,12,17,13,55,0,50,0,11,19,24,0,21,0,34,35,20,28,20,11,10,10,12,12,6,31,15,27,26,58,9,0,35,4,29,4,4,14,48,6,2,9,19,44,0,25,30,34,28,21,31,7,43,37,16,30,26,33,39,22,50,32,31,17,37,44,39,19,34,6,47,43,15,20,36,13,31,22,24,39,25,24,37,44,29,6,13,0,52,2,28,18,12,12,14,8,1,0,45,20,31,40,15,24,13,15,30,0,14,70,7,35,32,50,36,16,8,24,27,24,16,2,20,0,0,42,8,33,18,26,22,8,60,0,16,12,9,25,20,18,24,30,52,13,25,6,10,13,35,18,0,23,9,24,12,18,12,11,19,0,60,37,37,12,78,3,25,15,27,26,15,61,27,18,28,8,0,25,21,0,10,0,38,34,57,33,0,21,0,42,27,54,19,31,54,46,22,50,26,45,33,11,39,16,6,34,21,17,72,23,0,12,22,8,23,20,19,15,13,31,43,15,24,7,13,30,22,53,29,36,11,20,16,14,21,28,0,20,24,5,0,73,39,43,22,0,15,14,8,16,43,13,14,0,12,51,19,12,27,13,17,54,26,27,2,48,26,20,18,24,15,31,27,0,19,42,57,37,31,19,20,28,21,41,56,17,0,4,36,47,15,43,0,1,15,14,16,26,27,21,34,7,31,0,4,33,3,7,24,10,15,24,26,5,0,0,46,8,13,6,58,30,22,6,36,7,16,42,65,39,73,17,34,23,25,23,0,8,19,33,0,13,9,37,1,27,13,8,28,38,11,50,10,15,19,41,1,20,9,14,43,72,14,29,10,29,2,25,34,24,3,46,33,33,0,7,10,10,21,7,15,30,19,49,25,30,45,0,4,5,31,33,51,4,35,67,20,25,27,6,10,0,26,20,0,14,20,0,21,25,0,23,13,7,21,1,26,25,23,14,0,51,13,0,38,42,17,24,0,0,53,15,38,24,33,19,78,45,49,12,28,0,85,5,26,59,11,7,17,0,7,12,19,0,43,16,0,2,12
2019-09-15,23,0,4,32,6,31,20,57,7,21,14,0,21,10,34,9,19,25,9,32,0,0,33,20,17,86,25,0,13,3,34,6,21,42,25,12,24,2,41,2,5,0,20,21,8,14,19,0,21,24,36,27,37,9,7,47,18,0,0,0,33,35,30,9,24,6,16,9,20,10,21,0,0,22,27,56,18,0,23,18,33,8,12,20,14,28,2,0,0,43,23,13,79,34,23,7,31,15,14,9,33,18,13,22,55,0,37,35,26,0,18,33,10,18,21,15,39,8,31,46,18,9,0,64,18,37,28,24,25,34,0,14,29,44,45,3,9,43,0,25,7,2,3,5,42,17,10,39,17,0,12,25,27,5,12,32,7,22,31,41,7,24,8,18,36,35,24,0,39,22,0,41,7,15,18,36,14,0,15,26,21,12,9,32,10,65,41,15,13,7,41,5,0,13,23,9,13,46,0,23,35,24,11,11,18,0,45,30,51,27,11,1,41,29,19,0,22,34,0,22,18,6,0,100,25,3,19,0,40,37,48,33,0,8,29,53,13,20,6,26,30,17,37,25,21,23,30,5,45,8,12,17,5,8,0,26,0,0,16,24,16,8,19,22,4,25,40,46,16,5,26,39,21,19,42,53,4,10,0,17,29,46,22,13,0,27,0,36,50,41,25,0,15,23,18,21,100,8,36,0,18,37,13,12,32,20,35,53,34,0,2,48,22,25,0,0,25,10,0,0,28,23,28,18,0,19,20,40,28,0,9,7,13,2,14,47,0,51,0,1,10,21,11,17,13,14,34,7,30,0,4,18,3,7,58,45,15,0,17,4,20,8,23,8,13,6,39,28,0,18,51,7,10,41,16,46,41,17,27,28,24,11,8,8,4,23,35,27,0,18,1,35,38,3,14,0,11,0,10,15,19,40,0,20,12,43,40,53,10,22,10,17,1,34,33,29,5,9,36,54,23,7,20,10,13,30,11,15,22,54,29,40,22,14,7,6,14,26,35,6,0,28,10,25,16,2,13,11,20,7,0,0,17,0,38,32,0,25,6,7,10,1,37,30,25,14,0,48,6,43,19,27,10,8,0,0,39,0,19,0,27,17,41,11,48,11,17,19,56,9,12,66,21,4,23,19,6,24,26,18,18,16,0,6,23
